order_item_id,order_id,item_id,quantity
5909,1688,107,1
5910,21230,101,1
5911,5517,104,1
5912,20637,108,1
5913,37287,105,1
5914,15888,108,1
5915,22552,105,1
5916,48621,104,2
5917,6302,101,2
5918,45837,103,1
5919,32552,104,3
5920,15752,104,1
5921,14980,102,2
5922,39091,101,1
5923,24614,102,4
5924,20060,105,1
5925,9641,104,1
5926,2907,102,1
5927,31393,101,1
5928,3608,102,2
5929,8462,105,1
5930,36178,104,2
5931,25640,101,2
5932,36331,103,1
5933,32865,104,1
5934,44257,101,1
5935,10177,108,1
5936,10154,104,1
5937,32369,104,1
5938,30259,103,1
5939,28012,106,2
5940,43966,107,1
5941,37578,104,1
5942,42422,105,1
5943,42654,101,3
5944,8634,106,1
5945,10760,103,1
5946,16681,102,2
5947,9453,102,1
5948,17794,108,1
5949,20176,102,1
5950,11624,102,1
5951,28697,105,1
5952,21252,107,1
5953,24269,107,2
5954,9226,104,3
5955,27066,107,1
5956,12235,107,1
5957,15556,108,1
5958,35910,105,1
5959,15150,101,1
5960,19821,108,1
5961,35025,107,1
5962,6753,108,1
5963,34027,102,1
5964,42122,101,1
5965,12916,103,2
5966,47958,102,1
5967,6766,106,1
5968,2543,107,1
5969,43766,106,3
5970,32108,102,1
5971,29420,101,3
5972,31110,101,1
5973,35478,105,1
5974,33841,104,3
5975,47789,107,3
5976,13610,102,2
5977,48303,108,1
5978,47567,106,2
5979,14431,104,2
5980,40385,105,1
5981,26305,107,2
5982,26371,103,1
5983,48549,104,1
5984,47441,108,1
5985,34797,106,2
5986,13435,108,1
5987,45191,103,1
5988,46734,106,1
5989,25649,101,2
5990,40386,101,1
5991,34075,104,2
5992,7478,104,4
5993,48762,102,1
5994,30700,104,1
5995,48930,103,1
5996,32536,101,1
5997,44533,105,1
5998,1450,107,1
5999,37939,104,2
6000,26316,104,1
6001,20927,103,1
6002,4547,108,1
6003,42087,108,1
6004,6947,105,1
6005,28517,102,1
6006,25230,102,1
6007,42005,107,2
6008,34842,108,1
6009,27980,108,1
6010,49931,103,1
6011,40506,108,1
6012,28213,101,1
6013,36461,102,1
6014,17532,108,2
6015,4457,107,1
6016,47292,107,1
6017,8361,103,1
6018,41730,101,3
6019,22579,102,1
6020,7633,108,1
6021,40643,102,2
6022,19542,103,2
6023,4479,101,1
6024,17266,108,1
6025,37078,105,1
6026,18202,103,1
6027,3111,102,1
6028,48022,107,1
6029,5164,105,4
6030,1902,107,3
6031,26967,101,3
6032,15816,108,3
6033,49712,107,1
6034,32460,106,1
6035,14357,107,1
6036,14900,104,1
6037,45581,108,1
6038,14034,102,1
6039,5068,107,1
6040,2669,107,1
6041,43699,102,1
6042,31832,104,1
6043,43468,103,1
6044,43186,105,1
6045,49357,105,1
6046,34194,102,2
6047,9680,108,1
6048,17423,107,1
6049,48785,108,1
6050,46235,105,2
6051,26049,103,1
6052,34691,106,2
6053,15903,107,1
6054,4847,108,2
6055,8120,101,3
6056,12625,102,3
6057,2948,101,1
6058,11556,101,1
6059,7718,107,2
6060,32,106,2
6061,5323,106,1
6062,19143,101,1
6063,32050,107,1
6064,48796,105,1
6065,35842,104,3
6066,4660,102,2
6067,46421,103,1
6068,19796,104,3
6069,32332,108,1
6070,40545,106,1
6071,32452,104,4
6072,49659,107,2
6073,15744,106,1
6074,17736,105,1
6075,48824,107,4
6076,5316,103,1
6077,15836,103,1
6078,9016,105,2
6079,14246,107,1
6080,42954,102,1
6081,41572,101,1
6082,49342,102,3
6083,31958,108,1
6084,8795,104,2
6085,30126,105,1
6086,32395,108,1
6087,27913,101,3
6088,15440,108,1
6089,8804,101,1
6090,15787,103,1
6091,31682,108,2
6092,42217,107,1
6093,40919,101,3
6094,36917,102,2
6095,14318,102,1
6096,32698,108,1
6097,36644,105,1
6098,47539,102,4
6099,1371,107,1
6100,23832,103,2
6101,9521,106,1
6102,38776,106,1
6103,19758,105,3
6104,8931,108,3
6105,8284,103,2
6106,31969,106,1
6107,47014,101,1
6108,31042,101,2
6109,10662,104,4
6110,41293,105,2
6111,9412,103,2
6112,22357,107,1
6113,26779,104,3
6114,13511,108,1
6115,4769,103,2
6116,43830,107,1
6117,8424,103,2
6118,27847,105,1
6119,41713,102,3
6120,29835,107,1
6121,41951,106,1
6122,13339,102,1
6123,33533,104,2
6124,44389,101,1
6125,30312,102,1
6126,47355,102,1
6127,31726,103,4
6128,7383,105,1
6129,27108,106,3
6130,47157,105,1
6131,22201,107,1
6132,22183,101,2
6133,29840,104,1
6134,40609,102,1
6135,22156,107,1
6136,21004,105,3
6137,73,101,1
6138,17818,108,1
6139,42291,103,2
6140,43236,107,1
6141,11403,102,2
6142,35202,107,2
6143,526,108,1
6144,4202,107,2
6145,47824,105,2
6146,25162,103,1
6147,29087,102,1
6148,41531,108,1
6149,46977,101,2
6150,14222,108,1
6151,7060,108,1
6152,34890,104,1
6153,19311,104,1
6154,48748,101,1
6155,317,101,3
6156,26704,102,1
6157,10742,107,4
6158,44543,107,2
6159,31187,102,1
6160,27194,108,1
6161,25140,108,2
6162,7454,105,2
6163,1396,104,1
6164,40872,104,3
6165,13499,105,1
6166,19400,107,1
6167,17954,103,1
6168,45738,108,1
6169,39546,106,1
6170,38063,104,1
6171,41390,105,1
6172,11657,104,1
6173,47396,107,1
6174,29781,108,1
6175,48059,106,1
6176,8100,103,1
6177,25990,102,4
6178,25263,106,4
6179,25256,106,1
6180,14978,104,1
6181,42668,103,1
6182,32040,107,3
6183,39371,104,1
6184,31903,103,2
6185,16600,101,2
6186,37567,104,3
6187,7393,107,1
6188,33101,102,1
6189,5183,102,1
6190,49161,104,2
6191,27003,102,1
6192,24029,105,1
6193,34312,107,3
6194,25847,105,1
6195,6589,107,1
6196,47540,104,1
6197,40960,108,1
6198,43314,101,1
6199,30437,107,1
6200,20311,103,1
6201,47747,104,1
6202,4130,101,1
6203,12229,103,1
6204,308,102,1
6205,27384,106,1
6206,29026,106,1
6207,32941,101,2
6208,35933,107,2
6209,39227,102,1
6210,22522,108,1
6211,27776,106,2
6212,3738,102,1
6213,46132,102,3
6214,44690,103,1
6215,36364,102,1
6216,46062,106,1
6217,18870,102,2
6218,26497,103,3
6219,26452,106,1
6220,27133,107,2
6221,27372,104,1
6222,31730,102,1
6223,24070,105,1
6224,2277,106,1
6225,39811,106,1
6226,20800,103,1
6227,4228,102,1
6228,29800,102,3
6229,17215,101,1
6230,21642,105,2
6231,26028,102,2
6232,35619,106,1
6233,38715,105,1
6234,45391,108,3
6235,46171,102,1
6236,20466,108,3
6237,25578,104,1
6238,13522,107,2
6239,31928,105,4
6240,29596,107,2
6241,22443,103,1
6242,46595,106,1
6243,38017,106,1
6244,19278,103,2
6245,2788,105,1
6246,6671,103,4
6247,8717,102,1
6248,53,104,1
6249,14030,105,1
6250,25250,105,2
6251,47667,106,1
6252,17438,104,2
6253,46212,108,3
6254,18020,108,1
6255,42644,105,1
6256,15951,105,1
6257,32405,103,1
6258,45654,103,1
6259,43973,102,1
6260,40268,106,1
6261,41531,102,1
6262,25687,106,1
6263,33333,104,2
6264,27282,106,1
6265,8935,105,1
6266,42130,104,1
6267,26610,104,1
6268,2269,105,1
6269,45864,107,1
6270,15210,105,1
6271,46777,107,1
6272,31955,106,1
6273,18738,105,1
6274,8287,103,1
6275,2640,106,2
6276,13918,107,1
6277,34618,106,1
6278,1340,101,1
6279,42333,107,1
6280,25115,106,1
6281,24380,105,1
6282,31617,104,2
6283,42352,108,1
6284,10454,101,1
6285,2974,105,2
6286,1030,103,1
6287,8472,106,3
6288,36129,104,1
6289,21330,103,1
6290,18710,102,4
6291,37698,102,3
6292,35036,106,1
6293,7140,101,1
6294,9344,108,2
6295,3289,102,1
6296,46974,101,1
6297,8129,106,2
6298,8423,103,1
6299,11683,107,1
6300,38054,107,3
6301,2709,108,1
6302,36772,103,2
6303,3059,104,1
6304,29977,102,1
6305,43246,104,1
6306,39821,101,1
6307,46309,107,1
6308,39089,106,2
6309,46746,104,1
6310,39275,102,1
6311,6751,102,2
6312,5357,105,1
6313,23004,108,1
6314,42212,105,1
6315,26146,103,1
6316,30759,106,1
6317,10930,107,2
6318,2481,106,1
6319,13405,104,1
6320,36647,103,4
6321,2556,104,1
6322,8686,107,1
6323,31924,104,1
6324,26730,106,1
6325,7749,107,1
6326,16437,107,1
6327,23387,104,1
6328,38939,102,1
6329,43203,104,1
6330,10731,107,2
6331,23496,101,1
6332,24820,104,1
6333,37754,104,2
6334,17364,105,2
6335,42471,104,1
6336,8977,108,1
6337,48320,105,1
6338,30917,104,2
6339,48031,105,2
6340,43559,105,2
6341,20356,101,1
6342,20765,104,1
6343,27530,104,2
6344,12258,101,1
6345,46750,105,1
6346,20884,105,1
6347,37373,101,1
6348,43313,101,1
6349,38612,102,1
6350,18027,105,4
6351,7020,106,2
6352,49870,104,4
6353,38651,101,1
6354,41608,107,1
6355,27937,102,3
6356,17447,103,3
6357,5580,103,2
6358,7100,102,2
6359,45400,104,2
6360,48600,105,1
6361,24754,104,1
6362,49131,101,1
6363,841,108,2
6364,8460,108,1
6365,34247,101,1
6366,17627,103,1
6367,25630,102,2
6368,21939,107,2
6369,11246,105,2
6370,24832,108,1
6371,8220,106,1
6372,17949,102,1
6373,14761,105,1
6374,33817,107,1
6375,11733,104,1
6376,46010,102,3
6377,8974,108,1
6378,20257,104,2
6379,36620,107,2
6380,12338,108,3
6381,39923,102,2
6382,18063,102,1
6383,39966,103,4
6384,28467,101,1
6385,15897,104,1
6386,41622,102,1
6387,39753,101,2
6388,23795,105,1
6389,11836,101,2
6390,22467,102,2
6391,34730,106,1
6392,808,106,2
6393,36569,101,2
6394,22206,104,1
6395,29927,101,1
6396,3506,101,1
6397,47924,101,3
6398,36624,106,1
6399,34159,102,1
6400,9719,105,1
6401,39846,105,1
6402,23718,105,2
6403,504,106,1
6404,16406,103,1
6405,23899,103,1
6406,25367,103,1
6407,23693,106,1
6408,1661,106,1
6409,47164,105,1
6410,12723,105,1
6411,24105,102,1
6412,23108,104,1
6413,41674,104,1
6414,20532,102,1
6415,14173,104,1
6416,25053,101,4
6417,1037,107,1
6418,2804,104,1
6419,21062,106,1
6420,20488,106,1
6421,13936,105,1
6422,36804,108,1
6423,33015,108,3
6424,37634,107,1
6425,20681,102,1
6426,24363,101,1
6427,26041,101,2
6428,30013,102,1
6429,28477,108,1
6430,20972,108,3
6431,47617,106,1
6432,36614,101,2
6433,23830,104,1
6434,636,108,1
6435,41962,102,1
6436,33602,107,1
6437,18723,101,1
6438,4027,102,1
6439,25960,101,1
6440,3069,103,2
6441,5478,106,1
6442,42310,101,2
6443,13678,105,1
6444,39973,105,1
6445,16756,102,1
6446,22627,108,1
6447,39057,107,1
6448,35710,101,2
6449,13980,107,2
6450,9165,104,1
6451,39989,107,1
6452,48826,107,1
6453,14416,107,1
6454,45408,106,2
6455,16477,106,1
6456,21504,101,2
6457,21003,105,1
6458,44947,101,3
6459,44935,104,1
6460,28971,106,2
6461,15061,104,2
6462,11893,105,2
6463,23140,101,2
6464,7073,108,1
6465,12076,107,1
6466,8500,104,1
6467,49584,104,1
6468,1762,108,4
6469,48035,108,1
6470,37033,104,1
6471,39486,107,2
6472,49546,107,1
6473,15712,105,1
6474,24003,103,2
6475,10774,102,1
6476,22642,107,1
6477,37876,108,1
6478,40813,104,1
6479,16714,102,1
6480,28142,103,1
6481,10476,106,1
6482,3860,104,1
6483,37191,105,2
6484,35541,104,3
6485,4858,107,4
6486,21987,103,1
6487,9669,106,1
6488,34653,106,2
6489,41343,106,1
6490,32128,104,1
6491,29758,106,2
6492,19899,106,1
6493,42236,107,1
6494,41865,108,1
6495,4756,104,1
6496,41523,105,1
6497,23544,103,1
6498,35158,108,1
6499,44784,107,1
6500,35509,105,1
6501,8922,104,1
6502,44801,101,1
6503,30269,108,1
6504,15843,107,2
6505,30595,105,1
6506,3429,102,1
6507,25133,103,3
6508,34922,107,1
6509,44020,106,1
6510,49933,101,1
6511,24878,102,1
6512,5836,106,1
6513,43169,104,1
6514,4175,103,2
6515,2819,101,1
6516,19241,102,1
6517,45363,106,1
6518,2317,106,1
6519,33699,101,2
6520,15430,108,3
6521,29647,106,1
6522,37959,101,1
6523,6750,102,2
6524,14940,105,3
6525,31830,105,1
6526,490,104,1
6527,32386,105,1
6528,4535,106,1
6529,16567,106,1
6530,17169,107,1
6531,44530,108,1
6532,28384,102,1
6533,18224,104,1
6534,45624,102,2
6535,7963,106,1
6536,30609,107,1
6537,37484,101,1
6538,43698,102,2
6539,16893,102,1
6540,42650,107,1
6541,16522,107,1
6542,14014,102,1
6543,213,101,1
6544,43806,105,1
6545,22533,108,1
6546,1970,103,1
6547,33703,102,1
6548,39942,102,1
6549,45783,106,1
6550,37113,105,2
6551,8618,103,1
6552,38837,105,1
6553,28220,108,1
6554,5539,108,1
6555,43025,106,1
6556,39099,108,1
6557,40342,105,1
6558,33086,107,1
6559,8668,101,2
6560,46399,103,3
6561,13847,105,1
6562,17837,106,1
6563,24535,102,3
6564,21816,102,1
6565,2050,107,1
6566,28026,105,1
6567,36586,103,3
6568,22886,103,2
6569,25699,106,1
6570,30161,106,2
6571,48451,108,1
6572,46012,101,1
6573,5321,106,1
6574,18776,107,1
6575,31284,101,1
6576,4854,107,1
6577,8749,103,1
6578,5955,104,1
6579,32238,102,2
6580,43486,102,1
6581,34865,108,1
6582,6611,103,1
6583,25785,105,3
6584,19590,106,1
6585,634,101,1
6586,10230,105,1
6587,31285,107,2
6588,36405,105,1
6589,49596,107,2
6590,537,104,1
6591,42674,103,2
6592,28037,105,2
6593,18014,105,1
6594,24718,101,2
6595,4542,106,1
6596,21308,104,1
6597,39616,102,1
6598,18822,103,1
6599,48498,103,1
6600,816,103,1
6601,638,104,1
6602,3155,101,2
6603,29846,103,2
6604,10593,103,2
6605,18187,103,1
6606,19890,103,1
6607,31453,106,2
6608,8072,107,1
6609,17541,102,1
6610,42798,105,1
6611,11197,103,1
6612,21107,106,1
6613,28752,106,1
6614,19924,106,1
6615,32226,101,1
6616,34345,104,2
6617,34065,105,1
6618,16069,104,1
6619,10464,105,1
6620,31352,105,1
6621,38410,104,1
6622,32792,106,1
6623,15203,101,1
6624,12369,106,1
6625,11536,107,2
6626,22865,102,2
6627,35189,101,2
6628,33186,103,2
6629,40263,102,1
6630,12239,105,1
6631,38264,105,1
6632,23529,107,1
6633,44081,107,1
6634,38769,104,1
6635,46139,103,1
6636,1295,108,1
6637,653,107,1
6638,9255,105,2
6639,42543,107,1
6640,28071,106,1
6641,35740,106,3
6642,11993,106,1
6643,49900,104,1
6644,37293,101,1
6645,20206,105,1
6646,19120,107,1
6647,7059,107,1
6648,44513,106,2
6649,1858,107,1
6650,16193,103,2
6651,13255,104,1
6652,23857,103,3
6653,34118,106,1
6654,18963,103,3
6655,2345,102,2
6656,21821,103,1
6657,24130,104,3
6658,18810,103,1
6659,40651,102,1
6660,32946,103,1
6661,37436,105,1
6662,27834,103,1
6663,25334,107,1
6664,1157,104,1
6665,20277,104,2
6666,25309,106,3
6667,34712,106,1
6668,23943,101,1
6669,42843,107,1
6670,24712,108,1
6671,20571,105,1
6672,47365,105,2
6673,16576,107,1
6674,27382,102,3
6675,47432,106,1
6676,49613,104,3
6677,441,106,1
6678,2764,107,1
6679,40729,106,1
6680,28280,105,1
6681,43970,101,1
6682,5062,105,1
6683,19158,101,2
6684,1460,105,3
6685,48204,102,2
6686,6527,103,2
6687,38708,101,1
6688,13884,104,1
6689,48756,107,1
6690,44360,105,2
6691,26527,102,3
6692,36320,102,1
6693,30384,104,1
6694,30169,108,3
6695,43843,104,1
6696,14898,103,1
6697,34534,103,1
6698,33856,108,3
6699,36231,104,1
6700,49770,102,1
6701,21991,102,2
6702,21088,102,1
6703,6913,103,1
6704,31271,106,1
6705,7701,103,1
6706,28539,102,1
6707,552,101,1
6708,1664,105,1
6709,37266,102,3
6710,13987,101,1
6711,26500,101,1
6712,4505,101,1
6713,2791,106,1
6714,39396,102,1
6715,7682,101,2
6716,29328,108,1
6717,28847,103,3
6718,27887,102,2
6719,29389,108,1
6720,46641,104,2
6721,3008,103,2
6722,3434,105,1
6723,6806,103,1
6724,39811,103,1
6725,25343,104,1
6726,44729,101,1
6727,29307,106,1
6728,36501,101,2
6729,8283,106,1
6730,19862,105,1
6731,38736,104,1
6732,10466,101,1
6733,44112,108,1
6734,29338,105,2
6735,20640,105,2
6736,1468,102,1
6737,18544,106,1
6738,22487,105,2
6739,9893,104,1
6740,44604,106,1
6741,39989,102,2
6742,26208,103,1
6743,14707,106,2
6744,20350,104,2
6745,35050,104,3
6746,6536,107,2
6747,4231,102,1
6748,47566,105,1
6749,16536,105,1
6750,46873,108,1
6751,27707,101,1
6752,36135,108,1
6753,39470,107,1
6754,26054,107,1
6755,26968,106,1
6756,37623,107,1
6757,35617,108,1
6758,36148,101,1
6759,46472,105,1
6760,22280,102,2
6761,4014,102,2
6762,3734,106,1
6763,22169,105,2
6764,44438,101,1
6765,12175,107,1
6766,42342,108,2
6767,4900,104,1
6768,48562,105,2
6769,32630,101,1
6770,33080,101,1
6771,1580,103,1
6772,15509,101,1
6773,12740,106,1
6774,42446,108,1
6775,44103,101,1
6776,46935,107,3
6777,22021,104,1
6778,21309,106,1
6779,36810,106,2
6780,42181,108,1
6781,31789,107,1
6782,10742,103,1
6783,32465,108,3
6784,28903,105,2
6785,17520,103,1
6786,2162,108,3
6787,1011,102,2
6788,29125,103,1
6789,46679,107,1
6790,33272,108,2
6791,7381,101,1
6792,32387,103,1
6793,33450,101,3
6794,24622,105,1
6795,17189,108,1
6796,17514,102,1
6797,45241,108,1
6798,26735,102,1
6799,48116,104,1
6800,31410,108,3
6801,20287,103,1
6802,36668,104,1
6803,13167,107,2
6804,28852,107,1
6805,39314,106,1
6806,14299,102,2
6807,45298,103,1
6808,24875,107,1
6809,22078,106,1
6810,28667,106,1
6811,19497,105,3
6812,46264,103,1
6813,31103,108,1
6814,40090,104,1
6815,27503,105,1
6816,25400,105,1
6817,12840,104,2
6818,13419,101,3
6819,32584,102,1
6820,18334,108,1
6821,14164,102,1
6822,16615,104,1
6823,35491,101,1
6824,3832,101,1
6825,9500,104,1
6826,28474,107,1
6827,43556,101,1
6828,22685,103,1
6829,19313,104,3
6830,19533,107,1
6831,18764,103,3
6832,30233,106,1
6833,33279,105,1
6834,22815,102,1
6835,28152,108,1
6836,39096,102,1
6837,45970,108,2
6838,46828,108,1
6839,10519,108,2
6840,41194,108,3
6841,30801,101,2
6842,28283,107,2
6843,47999,104,1
6844,11249,106,2
6845,15039,101,2
6846,23549,104,1
6847,49129,103,2
6848,45043,106,1
6849,5442,107,1
6850,6562,104,1
6851,12044,107,1
6852,37444,107,1
6853,39947,103,1
6854,2345,106,2
6855,2331,101,2
6856,37254,101,3
6857,39007,104,1
6858,49870,106,1
6859,37299,102,1
6860,18374,106,1
6861,16791,105,1
6862,32642,102,1
6863,3344,107,1
6864,42759,101,1
6865,5218,102,1
6866,23608,104,1
6867,14180,102,1
6868,46763,102,1
6869,20017,106,1
6870,48912,107,1
6871,7174,102,1
6872,24488,101,1
6873,4882,103,1
6874,12297,107,1
6875,35230,107,3
6876,30331,102,1
6877,24988,103,1
6878,45298,102,1
6879,24681,105,1
6880,29277,104,2
6881,25210,103,1
6882,42908,106,1
6883,48236,105,2
6884,23937,106,1
6885,29272,108,1
6886,15160,105,1
6887,17465,103,4
6888,43504,104,1
6889,49411,101,1
6890,8857,107,1
6891,1258,102,1
6892,3675,106,2
6893,12187,103,1
6894,30477,104,2
6895,22275,106,2
6896,6005,101,2
6897,23017,107,1
6898,48241,106,2
6899,46896,106,1
6900,5960,104,1
6901,18953,105,1
6902,49374,101,1
6903,11813,101,1
6904,36143,106,1
6905,6565,106,2
6906,40400,105,1
6907,44708,102,1
6908,31021,105,1
6909,49572,107,3
6910,15743,104,1
6911,517,104,2
6912,45511,106,1
6913,42773,105,2
6914,38004,103,2
6915,24237,107,1
6916,35892,108,1
6917,34672,108,1
6918,43732,107,1
6919,18803,107,1
6920,18317,106,1
6921,13709,106,1
6922,5923,101,1
6923,47336,108,1
6924,34172,106,1
6925,49667,108,1
6926,27620,108,1
6927,36317,108,1
6928,4749,102,1
6929,13563,103,1
6930,38025,104,2
6931,38232,101,3
6932,32514,106,1
6933,5338,105,4
6934,13433,102,2
6935,3072,107,2
6936,12078,104,1
6937,28602,108,1
6938,12382,106,1
6939,39687,103,2
6940,2716,106,1
6941,35833,102,3
6942,7363,105,1
6943,39025,107,1
6944,6883,102,3
6945,25366,102,1
6946,48290,106,1
6947,23469,107,1
6948,26664,105,1
6949,16868,106,2
6950,32364,108,2
6951,48111,105,2
6952,27755,101,1
6953,47565,107,1
6954,18628,102,2
6955,7182,102,1
6956,6578,107,1
6957,12633,105,1
6958,21639,102,1
6959,17353,102,1
6960,22902,104,1
6961,18153,107,1
6962,1960,102,1
6963,15583,103,1
6964,13752,107,1
6965,25558,106,1
6966,16453,107,2
6967,28724,107,1
6968,1712,101,2
6969,40287,106,2
6970,27670,102,3
6971,26793,101,1
6972,10414,108,1
6973,44464,107,2
6974,10699,107,2
6975,10960,103,1
6976,13739,107,2
6977,9588,101,2
6978,41211,107,1
6979,17076,106,1
6980,48171,105,1
6981,34447,104,3
6982,18383,101,1
6983,12377,105,1
6984,5312,102,2
6985,24755,103,1
6986,22410,107,1
6987,39691,106,1
6988,20269,102,1
6989,26809,104,3
6990,23289,104,2
6991,45169,108,1
6992,4582,108,2
6993,28547,106,1
6994,21278,103,1
6995,10521,103,1
6996,32319,106,2
6997,29327,104,1
6998,1576,101,1
6999,20373,106,2
7000,10216,102,1
7001,39259,107,2
7002,34909,106,1
7003,1101,102,1
7004,8434,107,2
7005,48443,107,2
7006,48044,103,1
7007,46654,107,1
7008,39405,106,1
7009,10421,103,3
7010,17169,104,2
7011,1843,106,2
7012,27032,107,1
7013,34543,107,1
7014,22900,105,1
7015,44824,102,1
7016,47473,101,1
7017,38616,103,1
7018,43103,107,1
7019,24691,106,1
7020,37250,101,1
7021,10676,106,1
7022,21098,103,1
7023,31642,105,1
7024,37635,103,1
7025,38028,107,1
7026,159,102,1
7027,15160,104,1
7028,40980,102,1
7029,37864,107,1
7030,40181,108,1
7031,33194,105,1
7032,27237,108,1
7033,26927,108,1
7034,18663,103,1
7035,17718,105,1
7036,29043,108,1
7037,41882,102,1
7038,15569,107,1
7039,49135,108,1
7040,27895,104,2
7041,32689,107,1
7042,3329,101,1
7043,1830,103,1
7044,25751,104,1
7045,2660,108,4
7046,11163,102,2
7047,13521,104,1
7048,36488,101,2
7049,24669,105,1
7050,11781,107,3
7051,49548,105,1
7052,5951,101,1
7053,46962,104,2
7054,12044,106,1
7055,27546,107,1
7056,21019,102,1
7057,7480,106,1
7058,12502,104,1
7059,14268,106,1
7060,40267,105,1
7061,5545,106,1
7062,24423,102,3
7063,44589,101,1
7064,938,102,1
7065,8323,105,4
7066,41268,101,1
7067,39190,105,2
7068,33000,102,3
7069,5184,107,2
7070,21515,102,1
7071,8615,101,1
7072,25820,104,4
7073,1118,107,1
7074,44429,103,2
7075,10260,102,1
7076,36643,102,2
7077,44496,103,1
7078,5175,102,1
7079,23275,106,1
7080,41622,106,1
7081,36969,108,1
7082,44117,107,1
7083,16296,102,1
7084,48056,102,1
7085,14098,101,1
7086,2134,106,1
7087,24379,106,1
7088,49439,108,1
7089,45136,101,1
7090,15870,107,1
7091,3097,101,1
7092,30246,103,2
7093,21613,103,3
7094,36123,101,1
7095,46989,106,3
7096,40720,102,1
7097,2151,107,1
7098,31914,108,2
7099,26115,104,1
7100,26620,106,1
7101,40072,103,1
7102,9007,104,1
7103,169,108,2
7104,19928,101,1
7105,16323,101,1
7106,23101,107,2
7107,14595,105,2
7108,8772,105,1
7109,31953,104,1
7110,13251,104,1
7111,13056,108,1
7112,7592,102,1
7113,26236,105,3
7114,37326,104,4
7115,35526,107,1
7116,47652,108,1
7117,21649,101,1
7118,26003,108,1
7119,5985,103,1
7120,42162,103,1
7121,43924,108,2
7122,17424,105,2
7123,9205,108,1
7124,45423,103,2
7125,46282,106,2
7126,40967,102,1
7127,13813,105,1
7128,41008,106,1
7129,45032,106,3
7130,7188,101,1
7131,16130,106,1
7132,5850,107,1
7133,4067,105,1
7134,30578,101,1
7135,12688,107,1
7136,8598,106,1
7137,26558,105,1
7138,40652,103,1
7139,1840,108,1
7140,8987,105,2
7141,5763,104,1
7142,49849,107,1
7143,42060,103,1
7144,38370,103,4
7145,12967,106,1
7146,21239,106,1
7147,4794,102,2
7148,44138,104,2
7149,21821,103,1
7150,45022,107,3
7151,35319,105,2
7152,18544,102,1
7153,34878,102,1
7154,22876,106,1
7155,23197,108,2
7156,14138,106,1
7157,37343,103,1
7158,44519,104,2
7159,16534,107,1
7160,4365,108,1
7161,48465,107,1
7162,24124,108,1
7163,43985,105,1
7164,38697,104,1
7165,23577,101,1
7166,28322,107,1
7167,38983,108,2
7168,9028,108,1
7169,28455,101,1
7170,6012,101,3
7171,29450,104,1
7172,1757,107,1
7173,47877,106,1
7174,31646,107,1
7175,20879,102,2
7176,22946,103,1
7177,37685,103,1
7178,34936,108,1
7179,1371,107,2
7180,16414,105,1
7181,26989,105,1
7182,49107,102,2
7183,36164,102,1
7184,38205,105,2
7185,31795,106,1
7186,9567,103,1
7187,45662,103,1
7188,28297,108,1
7189,1364,108,1
7190,7955,105,1
7191,45191,107,2
7192,17724,107,1
7193,43484,103,1
7194,37784,104,1
7195,23775,101,1
7196,7034,105,1
7197,11728,104,1
7198,49779,107,1
7199,14551,105,1
7200,27067,108,4
7201,38505,104,2
7202,21095,105,2
7203,41296,102,1
7204,49501,106,1
7205,4044,104,2
7206,27859,105,1
7207,32490,102,1
7208,37609,106,1
7209,24885,105,2
7210,15890,101,2
7211,41812,106,1
7212,8328,106,1
7213,34944,108,1
7214,17098,108,2
7215,20926,106,1
7216,43271,101,1
7217,39838,108,1
7218,48612,103,1
7219,48215,108,2
7220,8885,105,2
7221,715,107,1
7222,31268,103,1
7223,38133,106,1
7224,24376,106,3
7225,27018,103,1
7226,1780,104,2
7227,20912,107,2
7228,30367,106,1
7229,2893,103,1
7230,42163,107,1
7231,32965,103,1
7232,47554,101,1
7233,11419,105,3
7234,4468,105,1
7235,44026,104,1
7236,28566,101,2
7237,9201,108,1
7238,47043,108,1
7239,39383,105,1
7240,47746,104,1
7241,41324,103,1
7242,48825,108,1
7243,31437,103,1
7244,41447,108,1
7245,32647,106,1
7246,14160,108,1
7247,31024,103,2
7248,18623,105,2
7249,23227,107,1
7250,7847,101,1
7251,43466,108,2
7252,5346,102,1
7253,31484,104,2
7254,1085,101,1
7255,1394,101,1
7256,22512,105,1
7257,38721,104,2
7258,23457,101,1
7259,48688,103,1
7260,41283,107,3
7261,28144,107,2
7262,691,102,1
7263,4982,108,1
7264,20009,104,2
7265,24804,106,3
7266,39106,108,1
7267,7726,108,1
7268,9422,108,1
7269,36038,101,4
7270,37994,105,1
7271,2247,104,1
7272,16478,106,1
7273,49619,102,1
7274,49799,101,2
7275,48942,104,1
7276,43062,104,3
7277,25528,106,1
7278,26221,105,1
7279,11291,101,1
7280,43389,103,2
7281,12625,105,1
7282,6506,106,1
7283,11892,105,3
7284,15235,101,1
7285,22326,105,1
7286,30557,106,1
7287,6036,106,2
7288,6915,102,1
7289,42924,103,1
7290,46622,106,1
7291,27174,103,1
7292,31392,106,1
7293,14546,103,2
7294,1630,102,1
7295,43109,107,1
7296,6077,103,1
7297,44117,103,1
7298,29134,102,1
7299,67,105,1
7300,45539,106,1
7301,49341,103,2
7302,42769,101,2
7303,2565,108,1
7304,17558,108,1
7305,11598,105,1
7306,41101,101,1
7307,28517,107,3
7308,14994,104,1
