order_id,customer_id,order_date,store_city,total_amount
15236,3976,2025-04-10 19:06:00,poznan,33.65
15237,4559,2025-06-08 10:54:00,gdansk,10.96
15238,1476,2025-05-21 10:08:00,warsaw,55.65
15239,5740,2025-06-30 09:20:00,Krakow,68.83
15240,6800,2025-06-11 13:20:00,Gdansk,
15241,6663,2025-04-06 10:24:00,gdansk,83.18
15242,1199,2025-01-05 15:23:00,Gdansk,29.81
15243,1011,2025-07-12 16:50:00,Krakow,27.75
15244,1788,2025-04-28 14:05:00,gdansk,32.46
15245,4393,2025-07-17 18:00:00,Gdansk,66.86
15246,6126,2025-04-17 17:49:00,warsaw,88.48
15247,3715,2025-02-19 13:50:00,warsaw,79.7
15248,1041,2025-07-01 22:45:00,Krakow,
15249,3191,2025-02-28 10:28:00,gdansk,25.23
15250,8836,2025-06-09 15:23:00,warsaw,23.47
15251,8385,2025-01-26 14:14:00,gdansk,48.73
15252,5930,2025-02-17 19:14:00,gdansk,24.63
15253,1182,2025-02-16 20:03:00,poznan,
15254,7754,2025-01-10 11:59:00,warsaw,
15255,5199,2025-02-19 16:37:00,gdansk,17.19
15256,1424,2025-06-10 17:28:00,krakow,49.18
15257,1429,14/07/2025 19:50,krakow,30.72
15258,2381,2025-05-03 13:44:00,gdansk,67.7
15259,199,2025-01-16 13:55:00,Warsaw,61.17
15260,822,2025-01-23 10:41:00,warsaw,40.84
15261,4468,2025-01-10 21:37:00,Poznan,88.73
15262,9917,2025-05-13 08:54:00,krakow,
15263,756,2025-02-15 11:55:00,poznan,52.93
15264,2914,2025-03-07 19:54:00,Warsaw,22.84
15265,4107,2025-04-16 19:12:00,gdansk,18.39
15266,7812,2025-04-28 18:54:00,krakow,
15267,259,2025-01-31 19:32:00,krakow,87.31
15268,6642,2025-04-09 16:59:00,Poznan,44.57
15269,509,2025-01-31 16:25:00,krakow,10.56
15270,348,2025-05-18 20:45:00,Gdansk,53.13
15271,5026,2025-05-06 16:27:00,poznan,46.67
15272,1081,2025-05-27 10:38:00,warsaw,62.47
15273,9813,2025-06-24 17:59:00,Poznan,12.25
15274,5667,2025-07-06 09:52:00,Gdansk,25.02
15275,8374,2025-03-31 09:30:00,gdansk,69.18
15276,9131,2025-02-20 11:08:00,gdansk,72.63
15277,6682,2025-05-28 22:25:00,Gdansk,45.33
15278,883,2025-06-12 15:18:00,Gdansk,30.85
15279,2935,24/05/2025 08:34,Poznan,67.89
15280,8241,2025-01-12 08:17:00,Gdansk,14.64
15281,6662,2025-05-19 15:36:00,Poznan,59.06
15282,1690,06/05/2025 18:25,warsaw,
15283,9242,2025-03-01 18:20:00,Gdansk,67.48
15284,3123,2025-01-04 22:11:00,Poznan,32.33
15285,893,2025-06-12 09:44:00,Poznan,38.32
15286,3786,2025-05-06 17:54:00,Warsaw,40.29
15287,1337,2025-04-05 08:26:00,warsaw,27.67
15288,4465,2025-03-01 20:16:00,Gdansk,
15289,5955,2025-03-02 11:46:00,Krakow,59.0
15290,2335,2025-06-07 11:12:00,Gdansk,12.91
15291,7123,2025-04-08 15:30:00,warsaw,53.83
15292,7564,2025-07-20 10:28:00,krakow,78.07
15293,6236,2025-05-24 10:18:00,warsaw,52.27
15294,6619,2025-03-28 21:36:00,krakow,31.57
15295,6451,2025-03-26 18:18:00,krakow,60.69
15296,53,10/02/2025 20:59,Gdansk,33.76
15297,2315,2025-02-10 09:20:00,Warsaw,27.97
15298,6063,2025-07-06 13:56:00,warsaw,59.56
15299,7719,2025-01-22 07:34:00,Warsaw,26.37
15300,5270,2025-03-09 12:34:00,Warsaw,
15301,4145,2025-03-29 15:16:00,warsaw,17.56
15302,1465,2025-02-08 19:46:00,warsaw,14.07
15303,9169,2025-07-02 14:41:00,gdansk,61.16
15304,6133,2025-06-26 09:14:00,warsaw,47.5
15305,7246,2025-03-19 20:01:00,warsaw,
15306,1315,2025-05-07 21:40:00,gdansk,58.65
15307,3231,2025-04-09 11:36:00,Krakow,45.11
15308,7408,2025-06-11 17:42:00,poznan,54.94
15309,6344,2025-05-01 11:50:00,Poznan,19.07
15310,6712,2025-01-14 18:31:00,gdansk,49.08
15311,9609,2025-02-11 20:33:00,gdansk,62.96
15312,4507,2025-04-12 10:10:00,krakow,11.83
15313,4403,18/03/2025 20:27,warsaw,52.39
15314,467,2025-06-22 14:02:00,krakow,81.26
15315,2048,2025-03-15 20:59:00,Gdansk,56.28
15316,1126,2025-07-19 10:02:00,Warsaw,27.38
15317,2430,2025-07-20 16:19:00,poznan,39.66
15318,1761,2025-02-14 10:39:00,gdansk,84.05
15319,9524,2025-05-24 14:42:00,krakow,33.62
15320,1468,20/07/2025 20:00,warsaw,23.78
15321,7495,2025-07-12 12:39:00,warsaw,62.92
15322,9079,2025-01-22 19:01:00,warsaw,60.8
15323,4254,2025-01-27 13:36:00,Krakow,68.96
15324,2763,2025-05-29 10:14:00,warsaw,52.72
15325,6218,2025-06-05 17:34:00,warsaw,32.95
15326,9826,2025-04-28 20:07:00,gdansk,29.37
15327,7393,2025-06-01 07:34:00,gdansk,15.62
15328,9848,2025-04-14 14:02:00,warsaw,36.08
15329,6796,2025-06-30 19:20:00,Gdansk,58.63
15330,6218,02/02/2025 15:33,krakow,41.5
15331,5354,2025-07-18 21:48:00,gdansk,86.89
15332,2724,2025-02-16 17:48:00,warsaw,19.8
15333,892,2025-02-24 22:09:00,Gdansk,80.74
15334,6504,2025-03-13 07:32:00,Poznan,26.67
15335,3203,2025-01-18 14:22:00,gdansk,23.98
15336,8236,2025-03-20 11:53:00,Poznan,65.23
15337,7029,03/02/2025 19:22,gdansk,72.03
15338,1012,2025-03-23 08:05:00,gdansk,19.08
15339,3166,2025-02-01 15:07:00,Gdansk,54.96
15340,7066,2025-05-22 09:02:00,Poznan,59.15
15341,2845,07/02/2025 14:50,Krakow,
15342,7229,2025-06-24 10:57:00,Warsaw,27.93
15343,3450,2025-07-09 22:51:00,Gdansk,78.47
15344,6530,2025-02-15 11:24:00,warsaw,59.96
15345,7450,2025-06-26 17:53:00,warsaw,68.01
15346,2864,2025-06-18 21:54:00,Krakow,71.64
15347,2830,2025-03-08 09:35:00,Gdansk,85.96
15348,2989,2025-04-17 08:46:00,Poznan,39.39
15349,6644,2025-04-22 17:30:00,Krakow,63.47
15350,3803,2025-06-03 16:20:00,warsaw,88.46
15351,5413,2025-03-09 14:08:00,Poznan,32.26
15352,9005,2025-06-24 18:21:00,gdansk,31.44
15353,8000,2025-01-02 13:19:00,Krakow,
15354,3143,2025-02-21 14:24:00,gdansk,58.64
15355,2411,2025-02-21 16:38:00,gdansk,72.49
15356,2012,08/07/2025 20:01,Gdansk,28.6
15357,4982,28/02/2025 15:01,gdansk,23.09
15358,6054,2025-04-10 09:12:00,poznan,49.96
15359,5693,13/01/2025 20:17,Warsaw,32.09
15360,1239,2025-03-15 22:47:00,Krakow,77.51
15361,3006,2025-01-08 09:28:00,poznan,61.35
15362,6000,2025-03-22 11:17:00,Warsaw,65.08
15363,7025,2025-04-21 12:29:00,Warsaw,14.11
15364,389,2025-02-23 15:00:00,krakow,56.84
15365,3917,2025-04-18 18:12:00,Gdansk,10.4
15366,4755,07/04/2025 21:14,warsaw,60.29
15367,9082,2025-02-13 15:51:00,Poznan,55.78
15368,2797,28/02/2025 18:33,gdansk,34.68
15369,7692,2025-02-19 16:18:00,warsaw,85.64
15370,6762,2025-04-04 18:52:00,warsaw,59.55
15371,383,2025-05-30 11:06:00,Warsaw,53.34
15372,2681,2025-03-08 13:19:00,Krakow,80.06
15373,8383,2025-03-08 16:35:00,krakow,63.88
15374,9801,2025-03-31 07:39:00,warsaw,74.41
15375,3365,2025-03-07 08:45:00,Poznan,48.61
15376,4964,2025-03-20 16:46:00,Krakow,25.43
15377,7088,24/05/2025 21:22,Poznan,71.61
15378,9368,2025-03-14 11:21:00,gdansk,63.52
15379,9217,2025-03-13 19:43:00,Krakow,85.05
15380,4530,08/04/2025 09:31,krakow,62.76
15381,5821,2025-05-01 16:09:00,poznan,31.04
15382,8541,2025-04-28 22:16:00,krakow,56.74
15383,1023,2025-04-12 16:58:00,warsaw,81.27
15384,5514,01/06/2025 09:16,warsaw,67.82
15385,1604,2025-04-24 08:58:00,Krakow,42.72
15386,1227,2025-06-06 16:21:00,Poznan,14.37
15387,5625,2025-04-05 07:39:00,Poznan,79.87
15388,9325,23/02/2025 09:24,gdansk,77.15
15389,9164,2025-02-07 09:54:00,gdansk,77.74
15390,8216,2025-01-29 07:35:00,gdansk,72.19
15391,6462,2025-04-30 07:56:00,gdansk,54.09
15392,5206,2025-03-05 22:19:00,Warsaw,40.19
15393,8142,2025-03-15 18:59:00,krakow,61.02
15394,6781,2025-01-30 13:59:00,Warsaw,39.14
15395,3118,2025-05-24 15:12:00,poznan,56.54
15396,7742,2025-05-06 11:23:00,warsaw,20.26
15397,6287,2025-02-18 18:06:00,Poznan,15.74
15398,6401,2025-03-31 20:34:00,warsaw,
15399,919,2025-07-13 07:56:00,gdansk,80.41
15400,8949,24/03/2025 21:24,Warsaw,57.92
15401,510,2025-03-12 12:25:00,warsaw,20.15
15402,4063,2025-05-24 21:32:00,krakow,12.02
15403,4552,2025-04-09 14:10:00,gdansk,58.51
15404,4909,2025-03-05 13:54:00,warsaw,29.38
15405,4223,14/07/2025 13:49,warsaw,41.89
15406,4235,2025-06-14 16:47:00,poznan,85.2
15407,9379,2025-06-13 19:10:00,krakow,88.7
15408,6644,2025-04-15 13:38:00,krakow,43.88
15409,5667,2025-03-24 14:29:00,Poznan,19.85
15410,9396,28/03/2025 19:57,warsaw,12.85
15411,8876,2025-04-30 17:36:00,Gdansk,
15412,3505,25/04/2025 17:12,Poznan,
15413,3752,2025-04-03 14:22:00,poznan,34.84
15414,3282,01/05/2025 19:02,krakow,83.86
15415,1752,2025-05-17 20:08:00,gdansk,84.97
15416,7737,2025-02-23 09:35:00,Warsaw,86.35
15417,6370,2025-03-28 15:11:00,krakow,73.79
15418,5288,2025-02-28 08:01:00,krakow,51.62
15419,6033,07/04/2025 16:11,Warsaw,60.48
15420,8683,2025-07-09 07:48:00,warsaw,55.68
15421,9309,2025-01-26 08:15:00,Poznan,38.59
15422,266,2025-03-15 13:55:00,Gdansk,26.95
15423,9758,2025-06-09 22:10:00,gdansk,22.95
15424,4120,2025-04-07 19:30:00,Krakow,80.86
15425,8853,2025-06-16 16:03:00,gdansk,17.67
15426,6760,30/03/2025 18:14,Krakow,67.33
15427,5767,2025-04-07 21:55:00,warsaw,43.53
15428,1691,2025-06-30 16:20:00,krakow,31.41
15429,8510,2025-04-27 19:19:00,krakow,85.74
15430,9280,2025-03-08 13:02:00,gdansk,79.41
15431,5009,2025-02-01 12:27:00,Poznan,79.84
15432,865,2025-02-10 11:57:00,warsaw,85.28
15433,2254,02/03/2025 19:41,Poznan,34.99
15434,1066,2025-06-06 17:25:00,krakow,70.81
15435,4668,2025-04-10 08:33:00,warsaw,55.18
15436,1940,2025-04-24 19:29:00,gdansk,13.44
15437,149,2025-05-25 09:28:00,Poznan,61.41
15438,7948,2025-07-19 19:04:00,Poznan,10.69
15439,2480,2025-01-13 12:16:00,warsaw,83.85
15440,9218,2025-06-01 13:41:00,krakow,70.0
15441,5489,2025-07-09 20:47:00,gdansk,
15442,2695,2025-03-24 20:32:00,Warsaw,71.22
15443,3461,2025-04-11 19:20:00,Poznan,75.46
15444,4706,2025-03-03 22:00:00,warsaw,16.57
15445,5492,2025-02-10 14:33:00,krakow,86.99
15446,2019,2025-06-17 09:37:00,krakow,65.98
15447,4320,2025-01-10 14:22:00,krakow,88.21
15448,127,2025-07-11 17:58:00,warsaw,48.97
15449,2893,2025-05-01 19:58:00,warsaw,36.78
15450,8520,2025-03-08 12:36:00,warsaw,17.83
15451,1099,2025-04-05 18:13:00,Krakow,77.52
15452,937,2025-05-31 18:27:00,krakow,23.04
15453,1304,2025-06-04 10:51:00,krakow,31.29
15454,3925,26/02/2025 15:16,krakow,29.84
15455,5501,2025-06-13 21:08:00,gdansk,58.5
15456,1508,29/05/2025 22:14,Gdansk,31.59
15457,1630,2025-04-27 14:31:00,krakow,83.49
15458,3560,2025-04-22 08:47:00,gdansk,50.49
15459,9396,2025-04-14 07:10:00,Poznan,56.31
15460,6897,2025-05-23 13:10:00,Warsaw,14.79
15461,4424,05/02/2025 07:46,gdansk,46.44
15462,5665,2025-05-20 15:24:00,Warsaw,12.98
15463,9207,2025-02-20 10:31:00,Gdansk,78.15
15464,6595,2025-06-03 08:48:00,warsaw,27.31
15465,8513,19/07/2025 12:09,Warsaw,86.74
15466,3073,2025-05-06 21:23:00,Krakow,11.63
15467,1449,2025-04-08 21:19:00,Krakow,49.01
15468,2884,2025-02-10 08:50:00,Krakow,57.67
15469,724,2025-07-04 19:35:00,Warsaw,70.71
15470,5152,2025-07-14 22:26:00,Gdansk,34.43
15471,1297,09/05/2025 09:10,krakow,
15472,9301,2025-06-05 22:49:00,Poznan,45.26
15473,565,2025-04-12 16:11:00,Gdansk,48.81
15474,4691,2025-02-19 20:49:00,warsaw,75.77
15475,4156,2025-04-25 10:43:00,Poznan,34.16
15476,8692,2025-06-13 15:04:00,poznan,
15477,619,2025-04-19 11:33:00,Krakow,10.95
15478,2254,2025-01-19 11:57:00,warsaw,36.97
15479,7541,2025-02-24 09:28:00,gdansk,16.14
15480,1813,2025-06-07 22:17:00,gdansk,40.22
15481,9247,2025-05-07 21:58:00,Warsaw,34.98
15482,8432,25/04/2025 22:19,poznan,78.22
15483,9725,2025-05-28 17:46:00,krakow,18.83
15484,6381,2025-06-09 10:21:00,gdansk,39.83
15485,5050,2025-01-30 15:27:00,krakow,85.01
15486,7528,2025-05-15 07:56:00,Gdansk,74.43
15487,6008,2025-01-12 07:03:00,warsaw,17.61
15488,1784,2025-05-31 10:39:00,poznan,14.11
15489,5151,2025-04-07 11:33:00,warsaw,48.2
15490,2002,2025-01-29 07:47:00,Poznan,33.98
15491,4357,2025-01-26 18:44:00,Gdansk,64.41
15492,7270,2025-05-26 13:11:00,krakow,16.04
15493,9822,2025-05-08 15:32:00,Poznan,16.67
15494,6637,2025-05-04 10:54:00,warsaw,79.35
15495,5716,2025-05-25 10:24:00,gdansk,34.23
15496,3967,2025-02-23 15:26:00,Warsaw,85.61
15497,2739,2025-03-03 20:15:00,Krakow,46.53
15498,8478,2025-03-28 08:34:00,Warsaw,16.24
15499,363,2025-06-26 08:34:00,krakow,27.22
15500,748,2025-01-31 09:51:00,krakow,17.53
15501,4966,2025-07-17 12:27:00,warsaw,80.68
15502,813,2025-03-10 14:01:00,Gdansk,22.04
15503,4052,2025-01-10 14:45:00,krakow,34.7
15504,4877,2025-02-08 20:09:00,krakow,53.57
15505,9531,2025-05-14 11:41:00,warsaw,77.96
15506,5618,2025-07-08 20:24:00,warsaw,38.65
15507,41,2025-02-19 16:16:00,poznan,83.3
15508,7363,2025-07-15 16:06:00,krakow,61.3
15509,6033,2025-01-22 12:34:00,gdansk,21.91
15510,249,22/06/2025 16:50,krakow,28.21
15511,563,2025-05-30 07:51:00,gdansk,37.79
15512,8899,2025-02-24 17:46:00,Poznan,12.32
15513,658,18/06/2025 20:06,poznan,75.72
15514,9101,2025-01-24 10:27:00,Poznan,33.94
15515,3345,2025-07-17 22:13:00,krakow,48.6
15516,5400,2025-02-02 20:40:00,krakow,88.73
15517,3112,2025-01-21 15:16:00,krakow,77.71
15518,2938,2025-07-20 17:52:00,poznan,57.63
15519,1517,2025-05-07 21:31:00,Krakow,38.22
15520,3838,2025-02-19 12:00:00,Gdansk,88.56
15521,9450,2025-06-22 21:08:00,Warsaw,39.62
15522,3625,2025-07-14 19:16:00,warsaw,33.71
15523,7584,2025-01-25 08:58:00,Poznan,89.53
15524,2384,2025-05-26 07:49:00,warsaw,71.91
15525,9898,2025-07-01 13:06:00,warsaw,64.82
15526,138,2025-03-06 08:00:00,gdansk,18.32
15527,3121,2025-06-02 12:22:00,warsaw,71.92
15528,4838,2025-02-11 21:38:00,gdansk,47.35
15529,9086,2025-05-15 17:26:00,Gdansk,15.19
15530,209,2025-02-24 17:04:00,warsaw,64.61
15531,4932,2025-05-11 16:12:00,gdansk,46.82
15532,2741,2025-05-02 18:47:00,krakow,
15533,2260,2025-06-22 15:46:00,warsaw,52.03
15534,3276,2025-07-12 15:09:00,gdansk,12.02
15535,2388,2025-02-02 21:29:00,Krakow,76.94
15536,3024,2025-04-11 13:28:00,Gdansk,38.28
15537,7460,05/07/2025 21:16,krakow,55.89
15538,5457,2025-05-27 17:48:00,gdansk,30.28
15539,7404,2025-05-16 07:42:00,Krakow,58.27
15540,8442,2025-03-31 22:24:00,Gdansk,
15541,4459,2025-03-14 22:13:00,Poznan,65.0
15542,9723,2025-05-15 13:50:00,gdansk,23.65
15543,2129,2025-05-11 09:57:00,Poznan,32.21
15544,215,2025-06-23 12:39:00,gdansk,78.14
15545,7365,2025-01-20 13:36:00,warsaw,89.19
15546,2785,2025-07-19 18:12:00,gdansk,35.08
15547,4508,2025-01-17 16:02:00,Krakow,43.74
15548,3915,2025-07-04 17:27:00,Warsaw,75.44
15549,7772,2025-07-08 08:52:00,warsaw,79.69
15550,7238,2025-02-15 22:36:00,krakow,58.03
15551,4359,2025-04-16 21:12:00,Gdansk,32.65
15552,8834,2025-04-22 19:50:00,gdansk,11.84
15553,4670,2025-02-17 08:13:00,Warsaw,65.71
15554,3607,2025-06-25 14:18:00,gdansk,86.28
15555,5367,2025-03-30 17:46:00,krakow,79.62
15556,5788,2025-01-31 08:52:00,krakow,84.94
15557,5617,2025-03-05 12:30:00,gdansk,49.32
15558,7568,2025-03-12 19:59:00,warsaw,63.5
15559,2629,2025-02-20 14:08:00,warsaw,11.66
15560,8611,2025-05-04 15:46:00,Warsaw,54.55
15561,2219,2025-01-08 15:12:00,Krakow,84.8
15562,608,2025-06-15 11:30:00,Gdansk,50.53
15563,3004,2025-05-11 18:43:00,warsaw,89.91
15564,5329,2025-02-03 14:32:00,Gdansk,42.55
15565,6457,06/04/2025 14:46,Krakow,
15566,4023,09/04/2025 07:12,warsaw,72.4
15567,8811,2025-04-19 12:54:00,krakow,42.21
15568,7968,2025-07-05 15:33:00,warsaw,20.51
15569,1901,2025-02-06 22:19:00,warsaw,56.55
15570,6110,2025-01-26 09:13:00,Krakow,54.66
15571,9914,2025-02-03 10:08:00,gdansk,24.07
15572,8896,2025-04-06 19:56:00,Krakow,77.5
15573,265,2025-04-12 11:39:00,Warsaw,19.76
15574,6100,2025-01-23 22:29:00,krakow,35.44
15575,937,13/03/2025 17:53,Warsaw,42.13
15576,605,2025-06-04 14:05:00,Gdansk,23.13
15577,8645,2025-03-11 07:23:00,Krakow,33.71
15578,1273,2025-05-22 07:39:00,poznan,29.62
15579,40,2025-05-06 20:10:00,krakow,68.03
15580,5122,2025-06-15 16:16:00,krakow,78.01
15581,2865,2025-07-05 08:51:00,Warsaw,40.1
15582,7620,2025-06-30 17:55:00,krakow,40.16
15583,4792,2025-07-10 14:05:00,gdansk,74.59
15584,330,2025-05-04 11:18:00,warsaw,76.47
15585,3548,2025-02-10 10:57:00,warsaw,47.3
15586,3567,2025-04-25 07:44:00,Poznan,10.9
15587,5079,2025-01-06 12:27:00,gdansk,12.29
15588,1671,2025-01-11 19:09:00,gdansk,16.42
15589,8376,2025-01-21 15:04:00,krakow,53.09
15590,9154,2025-05-08 11:40:00,Poznan,21.33
15591,2035,2025-05-30 08:55:00,Poznan,69.65
15592,3384,2025-04-21 17:05:00,warsaw,77.58
15593,8528,2025-07-02 22:16:00,gdansk,54.84
15594,8466,2025-05-20 20:33:00,Gdansk,67.55
15595,4226,2025-05-20 13:09:00,krakow,49.58
15596,978,2025-03-05 08:10:00,warsaw,80.45
15597,6848,2025-07-17 14:30:00,Warsaw,40.91
15598,9469,2025-01-08 19:59:00,gdansk,
15599,833,25/02/2025 07:11,Gdansk,35.68
15600,3559,2025-05-02 19:15:00,krakow,80.81
15601,1865,19/05/2025 12:42,gdansk,41.33
15602,1278,2025-03-18 14:26:00,poznan,86.2
15603,3853,17/01/2025 13:55,Warsaw,84.83
15604,5400,2025-02-22 11:55:00,krakow,12.98
15605,2115,2025-03-19 14:39:00,krakow,24.35
15606,2729,05/01/2025 14:30,warsaw,83.37
15607,8201,2025-02-22 11:26:00,krakow,83.07
15608,615,26/02/2025 19:16,Poznan,27.72
15609,668,18/01/2025 07:54,Gdansk,52.49
15610,3507,2025-03-13 21:04:00,Gdansk,80.59
15611,2829,2025-02-16 18:12:00,poznan,
15612,6523,2025-02-01 09:57:00,gdansk,77.24
15613,5661,2025-05-26 08:59:00,Poznan,54.8
15614,2302,2025-05-06 15:20:00,Poznan,16.24
15615,1042,2025-04-04 20:06:00,gdansk,82.35
15616,1715,2025-01-10 21:27:00,gdansk,28.16
15617,6043,21/03/2025 07:33,gdansk,
15618,382,2025-03-15 12:00:00,Poznan,56.39
15619,3773,2025-06-13 22:26:00,warsaw,32.36
15620,3184,2025-04-08 13:53:00,warsaw,34.82
15621,1993,27/01/2025 19:41,gdansk,56.17
15622,7660,2025-01-25 16:35:00,gdansk,34.75
15623,8966,2025-06-22 09:22:00,Gdansk,54.73
15624,1393,2025-01-14 18:41:00,Poznan,75.43
15625,8044,2025-07-13 12:13:00,gdansk,62.88
15626,5115,2025-02-06 20:14:00,poznan,24.44
15627,9325,2025-06-06 21:05:00,gdansk,43.44
15628,8323,2025-05-10 21:27:00,warsaw,43.76
15629,5432,2025-04-14 15:19:00,Warsaw,73.17
15630,285,2025-01-23 17:05:00,krakow,89.5
15631,361,2025-03-19 10:35:00,Krakow,57.33
15632,1167,2025-07-14 17:05:00,Krakow,41.74
15633,2225,2025-03-05 11:31:00,Krakow,64.39
15634,2598,2025-07-13 13:01:00,krakow,57.66
15635,4825,2025-04-21 15:48:00,gdansk,81.65
15636,6235,2025-05-25 20:21:00,krakow,
15637,3537,2025-06-18 10:36:00,krakow,
15638,5671,2025-02-25 15:48:00,warsaw,
15639,3391,2025-02-28 10:50:00,Krakow,72.44
15640,4097,2025-02-04 11:08:00,Krakow,28.54
15641,3928,2025-03-01 17:34:00,krakow,57.21
15642,1846,2025-02-05 19:04:00,warsaw,29.65
15643,7402,2025-01-05 07:50:00,Warsaw,61.67
15644,2649,2025-01-26 09:24:00,warsaw,70.21
15645,2648,2025-07-19 17:05:00,Gdansk,
15646,1346,2025-01-12 09:53:00,Warsaw,68.84
15647,8884,2025-04-16 07:30:00,warsaw,
15648,1308,2025-06-27 17:23:00,krakow,
15649,2370,2025-02-08 12:34:00,warsaw,
15650,167,2025-03-13 17:27:00,gdansk,
15651,8703,2025-06-25 08:11:00,Warsaw,14.29
15652,6313,2025-05-04 16:46:00,gdansk,63.69
15653,9146,2025-02-08 15:42:00,warsaw,69.21
15654,7179,2025-04-06 18:37:00,poznan,14.09
15655,8697,2025-03-15 22:48:00,krakow,
15656,4637,2025-05-30 10:15:00,gdansk,46.6
15657,8527,2025-06-15 19:57:00,gdansk,25.59
15658,6609,11/06/2025 20:53,warsaw,20.47
15659,7110,2025-04-16 16:25:00,gdansk,89.51
15660,7247,2025-03-26 18:30:00,krakow,38.26
15661,4807,2025-05-31 09:57:00,gdansk,76.21
15662,4429,2025-07-18 08:44:00,gdansk,14.7
15663,303,2025-02-12 18:37:00,warsaw,16.18
15664,2038,2025-06-15 21:29:00,Krakow,25.79
15665,1093,2025-04-13 14:43:00,Warsaw,28.16
15666,7731,2025-03-11 07:22:00,gdansk,58.46
15667,7051,2025-03-22 13:57:00,warsaw,12.43
15668,3026,2025-02-18 14:49:00,gdansk,86.22
15669,8199,2025-03-02 17:42:00,Gdansk,86.26
15670,6518,2025-05-07 12:40:00,krakow,
15671,4767,2025-02-05 15:23:00,krakow,88.82
15672,8091,2025-03-27 11:20:00,warsaw,26.82
15673,1113,2025-05-16 15:54:00,warsaw,50.38
15674,7778,2025-01-23 22:43:00,gdansk,61.47
15675,5151,2025-06-24 21:11:00,gdansk,46.82
15676,5558,2025-04-17 10:55:00,warsaw,12.76
15677,1583,2025-02-08 21:38:00,gdansk,17.86
15678,8277,2025-02-17 09:23:00,Poznan,48.57
15679,5404,2025-02-04 20:33:00,Krakow,50.03
15680,1686,2025-02-07 11:48:00,Gdansk,58.87
15681,5075,2025-02-26 07:56:00,warsaw,54.39
15682,5116,2025-04-08 14:06:00,Warsaw,52.28
15683,4740,2025-05-08 07:42:00,warsaw,39.57
15684,8867,2025-03-11 17:48:00,Gdansk,39.23
15685,2318,2025-01-06 15:50:00,Poznan,43.13
15686,4491,2025-02-09 12:05:00,gdansk,71.0
15687,9972,2025-07-18 14:05:00,gdansk,25.96
15688,8414,2025-04-23 10:44:00,warsaw,36.03
15689,8765,2025-01-29 12:16:00,krakow,27.23
15690,3271,2025-01-29 15:08:00,krakow,67.05
15691,5871,2025-01-12 15:20:00,Poznan,37.86
15692,8051,2025-01-01 19:52:00,Warsaw,62.44
15693,3671,2025-03-05 12:07:00,gdansk,41.63
15694,7415,2025-04-07 07:14:00,Krakow,35.52
15695,4450,2025-07-12 10:10:00,gdansk,50.12
15696,6403,2025-06-23 20:13:00,Warsaw,40.47
15697,1131,2025-03-05 07:10:00,Warsaw,14.59
15698,9383,2025-07-02 20:37:00,krakow,68.77
15699,8083,2025-04-05 11:01:00,krakow,65.3
15700,3819,2025-04-14 18:39:00,gdansk,28.72
15701,9354,2025-03-02 07:37:00,krakow,44.36
15702,9106,2025-04-02 22:08:00,gdansk,84.58
15703,7387,10/03/2025 22:39,krakow,54.83
15704,5754,2025-06-13 15:22:00,Poznan,64.76
15705,1516,2025-06-01 18:05:00,Gdansk,62.25
15706,3472,2025-07-08 12:09:00,warsaw,63.8
15707,6267,2025-06-28 16:11:00,Poznan,75.7
15708,1576,2025-03-07 10:31:00,krakow,79.58
15709,110,2025-07-19 15:38:00,gdansk,32.21
15710,1972,2025-06-28 10:17:00,Poznan,38.86
15711,4347,2025-05-07 21:55:00,warsaw,
15712,7543,01/03/2025 14:00,Gdansk,27.63
15713,7357,2025-06-13 17:46:00,Gdansk,47.08
15714,6541,2025-01-11 17:51:00,Gdansk,
15715,7488,2025-02-02 09:15:00,krakow,71.66
15716,9467,2025-05-07 18:00:00,Krakow,83.97
15717,991,2025-03-08 11:55:00,Warsaw,58.75
15718,5305,2025-03-10 08:40:00,gdansk,87.62
15719,8190,2025-06-13 15:43:00,warsaw,66.98
15720,4545,2025-01-26 13:49:00,warsaw,66.46
15721,8908,2025-05-24 17:52:00,Poznan,33.28
15722,6985,25/03/2025 20:46,gdansk,42.53
15723,6571,30/04/2025 20:52,Gdansk,44.63
15724,2654,05/02/2025 21:22,krakow,87.47
15725,2518,2025-01-10 18:23:00,krakow,34.64
15726,4711,2025-05-29 15:58:00,warsaw,84.06
15727,5846,2025-06-03 21:18:00,Krakow,54.78
15728,4162,2025-06-27 20:00:00,Warsaw,22.56
15729,6613,2025-05-03 22:40:00,krakow,44.46
15730,8339,2025-01-05 11:25:00,gdansk,67.86
15731,1654,2025-06-11 12:50:00,krakow,15.65
15732,7881,2025-02-22 12:14:00,Gdansk,84.38
15733,9971,2025-06-26 07:50:00,gdansk,44.24
15734,258,2025-04-22 20:25:00,krakow,39.61
15735,3364,2025-03-28 11:45:00,Krakow,63.94
15736,1207,2025-04-10 17:19:00,gdansk,35.98
15737,2235,2025-04-10 20:16:00,warsaw,77.58
15738,361,18/05/2025 07:47,Poznan,29.06
15739,6257,2025-03-13 20:44:00,Poznan,46.08
15740,6686,2025-02-13 09:28:00,Poznan,51.74
15741,5196,2025-02-13 16:09:00,warsaw,63.15
15742,4645,2025-05-27 16:48:00,gdansk,12.57
15743,2534,2025-04-19 12:21:00,warsaw,16.16
15744,4337,18/02/2025 16:15,Poznan,46.26
